ts,flow_duration,Header_Length,Source IP,Destination IP,Source Port,Destination Port,Protocol Type,Protocol_name,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,urg_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,max_duration,min_duration,sum_duration,average_duration,std_duration,CoAP,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,MAC,Magnitue,Radius,Covariance,Variance,Weight,DS status,Fragments,Sequence number,Protocol Version,flow_idle_time,flow_active_time,label,subLabel,subLabelCat
1701581834.669019,76.01934289932251,7820,172.16.63.128,172.16.65.128,41596,8888,6,TCP,64,0.5130273232123344,0.5130273232123344,0.0,1,0,0,0,1,0,0,0,3,4,0,12,37,1701581834.669019,1701581758.649676,66361689182.49025,1701581773.9100063,26.25717098911996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,264,66,66,66.0,0.0,66,0.0008258819580078,4,808448,11.489125293076055,0.0,0.0,0.0,16,0,0,0,0,0.0008258819580078,76.01934289932251,1,discovery,permission groups discovery
1701581834.671131,76.02145481109619,7886,172.16.63.128,172.16.65.128,41596,8888,6,TCP,64,0.5261672523815152,0.5261672523815152,0.0,1,0,0,0,1,0,0,0,4,4,0,12,38,1701581834.671131,1701581758.649676,68063271017.16138,1701581775.4290345,27.60785146544188,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,330,66,66,66.0,0.0,66,0.0021119117736816,5,808448,11.489125293076055,0.0,0.0,0.0,25,0,0,0,0,0.0021119117736816,76.02145481109619,1,discovery,permission groups discovery
1701581834.671655,76.02197885513306,7952,172.16.65.128,172.16.63.128,8888,41596,6,TCP,64,0.5393177159743409,0.5393177159743409,0.0,0,0,0,0,1,0,0,0,4,4,0,12,39,1701581834.671655,1701581758.649676,69764852851.83304,1701581776.8739765,28.75965349294341,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,396,66,66,66.0,0.0,66,0.0005240440368652,6,808448,11.489125293076055,0.0,0.0,0.0,36,0,0,0,0,0.0005240440368652,76.02197885513306,1,discovery,permission groups discovery
1701581834.673767,76.02409100532532,8018,172.16.65.128,172.16.63.128,8888,41596,6,TCP,64,0.5524564574808003,0.5524564574808003,0.0,0,0,0,0,1,0,0,0,4,4,0,12,40,1701581834.673767,1701581758.649676,71466434686.5068,1701581778.250162,29.750188872665248,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,462,66,66,66.0,0.0,66,0.0021121501922607,7,808448,11.489125293076055,0.0,0.0,0.0,49,0,0,0,0,0.0021121501922607,76.02409100532532,1,discovery,permission groups discovery
1701511837.380728,8.7759370803833,5693,172.16.63.128,172.16.65.128,47902,8888,6,TCP,64,2.1650109641818616,2.1650109641818616,0.0,0,0,0,1,1,0,0,0,0,4,0,7,17,1701511837.380728,1701511828.604791,32328724752.469795,1701511829.0773575,1.957135186567604,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1589,66,1001,176.55555555555554,291.5830779692551,1001,0.2287209033966064,9,808448,18.79125091927387,412.3607434226122,85020.69135802469,1.0,81,0,0,0,0,8.751529932022095,8.7759370803833,1,collection,find files
1701511837.384336,8.779545068740845,6694,172.16.63.128,172.16.65.128,47902,8888,6,TCP,64,2.278022362594738,2.278022362594738,0.0,0,0,0,1,1,0,0,0,0,4,0,8,18,1701511837.384336,1701511828.604791,34030236589.85413,1701511829.4927063,2.629950376816817,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2590,66,1001,259.0,371.0692657712304,1001,0.0036079883575439,10,808448,22.759613353482084,524.7711882335004,137692.4,1.0,100,0,0,0,0,0.0036079883575439,8.779545068740845,1,collection,find files
1701511837.427209,8.822417974472046,6760,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,2.3802998294531257,2.3802998294531257,0.0,0,0,0,0,1,0,0,0,0,4,0,8,19,1701511837.427209,1701511828.604791,35731748427.28134,1701511829.87054,3.072854938178052,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2656,66,1001,241.45454545454547,358.1247531838245,66,0.0428729057312011,11,808448,21.97519262507364,506.4648829740819,128253.33884297522,1.0,121,0,0,0,0,0.0428729057312011,8.822417974472046,1,collection,find files
1701511837.429321,8.824530124664307,6826,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,2.493050586173493,2.493050586173493,0.0,0,0,0,0,1,0,0,0,0,4,0,8,20,1701511837.429321,1701511828.604791,37433260264.71066,1701511830.214121,3.39002081461985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2722,66,1001,226.8333333333333,346.29054114845366,66,0.0021121501922607,12,808448,21.29945226212793,489.7287798136615,119917.13888888888,1.0,144,0,0,0,0,0.0021121501922607,8.824530124664307,1,collection,find files
1701511837.457739,8.852948188781738,7044,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,2.598004586669229,2.598004586669229,0.0,0,0,0,1,1,0,0,0,0,4,0,9,21,1701511837.457739,1701511828.604791,39134772102.1684,1701511830.529061,3.629696383796663,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2940,66,1001,226.15384615384616,332.7135164427028,218,0.0284180641174316,13,808448,21.267526708757,470.527967338114,110698.28402366865,1.0,169,0,0,0,0,0.0284180641174316,8.852948188781738,1,collection,find files
1701511837.458113,8.85332202911377,7206,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,2.7108468347900403,2.7108468347900403,0.0,0,0,0,1,1,0,0,0,0,4,0,10,22,1701511837.458113,1701511828.604791,40836283939.62652,1701511830.8177717,3.813513673685588,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3102,66,1001,221.57142857142856,321.03620496442323,162,0.0003738403320312,14,808448,21.05095858014208,454.0137550734761,103064.24489795916,1.0,196,0,0,0,0,0.0003738403320312,8.85332202911377,1,collection,find files
1701511837.460094,8.855303049087524,7424,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,2.823167074172133,2.823167074172133,0.0,0,0,0,1,1,0,0,0,0,4,0,11,23,1701511837.460094,1701511828.604791,42537795777.08661,1701511831.0834644,3.956690073712765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3320,66,1001,221.3333333333333,310.1517191454674,218,0.0019810199737548,15,808448,21.039645117412668,438.6207676088511,96194.08888888887,1.0,225,0,0,0,0,0.0019810199737548,8.855303049087524,1,collection,find files
1701511837.460577,8.855786085128784,7490,172.16.63.128,172.16.65.128,47902,8888,6,TCP,64,2.935933608836928,2.935933608836928,0.0,0,0,0,0,1,0,0,0,0,4,0,11,24,1701511837.460577,1701511828.604791,44239307614.54719,1701511831.328738,4.069059322859825,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3386,66,1001,211.625,302.64787191553154,66,0.0004830360412597,16,808448,20.573040611440984,428.0087250863001,91595.734375,1.0,256,0,0,0,0,0.0004830360412597,8.855786085128784,1,collection,find files
1701511837.462689,8.857897996902466,7556,172.16.63.128,172.16.65.128,47902,8888,6,TCP,64,3.048127220412978,3.048127220412978,0.0,0,0,0,0,1,0,0,0,0,4,0,11,25,1701511837.462689,1701511828.604791,45940819452.00988,1701511831.5559216,4.157635377703053,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3452,66,1001,203.05882352941177,295.6041611161862,66,0.0021119117736816,17,808448,20.15236083090077,418.0474137444321,87381.82006920419,1.0,289,0,0,0,0,0.0021119117736816,8.857897996902466,1,collection,find files
1701511837.464994,8.86020302772522,7718,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,3.160198464119028,3.160198464119028,0.0,0,0,0,1,1,0,0,0,0,4,0,12,26,1701511837.464994,1701511828.604791,47642331289.47488,1701511831.76696,4.2274201101887545,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3614,66,1001,200.77777777777777,287.4295190043321,162,0.0023050308227539,18,808448,20.038851153585515,406.48672400230174,82615.72839506171,1.0,324,0,0,0,0,0.0023050308227539,8.86020302772522,1,collection,find files
1701511837.465538,8.86074709892273,7784,172.16.63.128,172.16.65.128,47902,8888,6,TCP,64,3.272861721053494,3.272861721053494,0.0,0,0,0,0,1,0,0,0,0,4,0,12,27,1701511837.465538,1701511828.604791,49343843126.940414,1701511831.9634626,4.282056679624591,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3680,66,1001,193.68421052631567,281.3774488086437,66,0.0005440711975097,19,808448,19.681677292665672,397.9278042511253,79173.26869806094,1.0,361,0,0,0,0,0.0005440711975097,8.86074709892273,1,collection,find files
1701511837.46765,8.862859010696411,7850,172.16.63.128,172.16.65.128,47902,8888,6,TCP,64,3.384912246013796,3.384912246013796,0.0,0,0,0,0,1,0,0,0,0,4,0,12,28,1701511837.46765,1701511828.604791,51045354964.40807,1701511832.1469357,4.324467156527451,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3746,66,1001,187.3,275.66104186119594,66,1701511837.46765,0,808448,19.681677292665672,397.9278042511253,79173.26869806094,1.0,361,0,0,0,0,0.0021119117736816,8.862859010696411,1,collection,find files
1701511867.541644,38.9368531703949,7916,172.16.63.128,172.16.65.128,47902,8888,6,TCP,64,0.796160898374048,0.796160898374048,0.0,0,0,0,0,1,0,0,0,0,4,0,12,29,1701511867.541644,1701511828.604791,52746866831.94971,1701511833.2887003,7.563502076155561,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,806,66,84,73.27272727272727,7.0722364868279,66,0.2857880592346191,11,808448,12.105596001248948,10.001652755981866,50.01652892561983,1.0,121,0,0,0,0,30.073994159698486,38.9368531703949,1,collection,find files
1701511867.543756,38.93896508216858,7982,172.16.63.128,172.16.65.128,47902,8888,6,TCP,64,0.8217989341132705,0.8217989341132705,0.0,0,0,0,0,1,0,0,0,0,4,0,12,30,1701511867.543756,1701511828.604791,54448378699.49346,1701511834.359171,9.536350374386291,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,872,66,84,72.66666666666667,7.06320670013903,66,0.0021119117736816,12,808448,12.055427546683417,9.988882709181132,49.88888888888888,1.0,144,0,0,0,0,0.0021119117736816,38.93896508216858,1,collection,find files
1701511867.544288,38.93949699401856,8048,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,0.8474685742619913,0.8474685742619913,0.0,0,0,0,0,1,0,0,0,0,4,0,12,31,1701511867.544288,1701511828.604791,56149890567.03775,1701511835.3647804,10.97935260257399,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,938,66,84,72.15384615384616,7.014777301647999,66,0.0005319118499755,13,808448,12.01281367156306,9.920393197017544,49.20710059171597,1.0,169,0,0,0,0,0.0005319118499755,38.93949699401856,1,collection,find files
1701511867.5464,38.941609144210815,8114,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,0.8731020814802295,0.8731020814802295,0.0,0,0,0,0,1,0,0,0,0,4,0,12,32,1701511867.5464,1701511828.604791,57851402434.58415,1701511836.3112986,12.10641569399945,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1004,66,84,71.71428571428571,6.942915931555924,66,0.0021121501922607,14,808448,11.976166808648392,9.81876587282262,48.20408163265307,1.0,196,0,0,0,0,0.0021121501922607,38.941609144210815,1,collection,find files
1701511899.061612,70.45682096481323,8180,172.16.63.128,172.16.65.128,47902,8888,6,TCP,64,0.4967581494697201,0.4967581494697201,0.0,0,0,0,0,1,0,0,0,0,4,0,12,33,1701511899.061612,1701511828.604791,59552914333.64577,1701511838.1041648,15.863992629749523,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,636,66,84,79.5,7.794228634059948,66,0.2429440021514892,8,808448,12.609520212918492,11.0227038425243,60.75,1.0,64,0,0,0,0,31.515211820602417,70.45682096481323,1,collection,find files
1701511899.063724,70.4589331150055,8246,172.16.63.128,172.16.65.128,47902,8888,6,TCP,64,0.5109359226492908,0.5109359226492908,0.0,0,0,0,0,1,0,0,0,0,4,0,12,34,1701511899.063724,1701511828.604791,61254426232.70949,1701511839.7974858,18.57504521879912,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,702,66,84,78.0,8.48528137423857,66,0.0021121501922607,9,808448,12.489995996796797,12.0,72.0,1.0,81,0,0,0,0,0.0021121501922607,70.4589331150055,1,collection,find files
1701511899.064055,70.45926403999329,8312,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,0.5251261208036246,0.5251261208036246,0.0,0,0,0,0,1,0,0,0,0,4,0,12,35,1701511899.064055,1701511828.604791,62955938131.77354,1701511841.399285,20.68996106429777,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,768,66,84,76.8,8.818163074019441,66,0.0003309249877929,10,808448,12.393546707863734,12.470765814495918,77.76000000000002,1.0,100,0,0,0,0,0.0003309249877929,70.45926403999329,1,collection,find files
1701511899.066167,70.46137619018555,8378,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,0.5393025520454277,0.5393025520454277,0.0,0,0,0,0,1,0,0,0,0,4,0,12,36,1701511899.066167,1701511828.604791,64657450030.839714,1701511842.9168346,22.405775256600336,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,834,66,84,75.81818181818181,8.962732759175445,66,0.0021121501922607,11,808448,12.314071773234216,12.675218223951545,80.33057851239668,1.0,121,0,0,0,0,0.0021121501922607,70.46137619018555,1,collection,find files
1701511912.606947,84.00215601921082,8444,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,0.4642737978187241,0.4642737978187241,0.0,1,0,0,0,1,0,0,0,1,4,0,12,37,1701511912.606947,1701511828.604791,66358961943.44666,1701511844.7037606,24.70798365823353,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1248,66,85,69.33333333333333,6.514940095230688,66,0.1803450584411621,18,808448,11.775681155103795,9.2135166407235,42.44444444444444,1.0,324,0,0,0,0,13.540779829025269,84.00215601921082,1,collection,find files
1701511912.609059,84.00426816940308,8510,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,0.4761662814481756,0.4761662814481756,0.0,1,0,0,0,1,0,0,0,2,4,0,12,38,1701511912.609059,1701511828.604791,68060473856.055725,1701511846.4013932,26.601102035021675,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1314,66,85,69.15789473684211,6.384711656471894,66,0.0021121501922607,19,808448,11.760773336549098,9.029345816424142,40.76454293628808,1.0,361,0,0,0,0,0.0021121501922607,84.00426816940308,1,collection,find files
1701511912.60992,84.00512909889221,8576,172.16.63.128,172.16.65.128,47902,8888,6,TCP,64,0.4880654364775052,0.4880654364775052,0.0,1,0,0,0,1,0,0,0,3,4,0,12,39,1701511912.60992,1701511828.604791,69761985768.66565,1701511848.0162354,28.18986063768394,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1380,66,85,69.0,6.260990336999411,66,1701511912.60992,0,808448,11.760773336549098,9.029345816424142,40.76454293628808,1.0,361,0,0,0,0,0.0008609294891357,84.00512909889221,1,collection,find files
1701511912.612032,84.0072410106659,8642,172.16.63.128,172.16.65.128,47902,8888,6,TCP,64,0.4999569024611522,0.4999569024611522,0.0,1,0,0,0,1,0,0,0,4,4,0,12,40,1701511912.612032,1701511828.604791,71463497681.27768,1701511849.5542305,29.542006789668942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,66,66,66,66.0,0.0,66,0.0021119117736816,1,808448,11.489125293076055,0.0,0.0,0.0,1,0,0,0,0,0.0021119117736816,84.0072410106659,1,collection,find files
1701511912.612536,84.00774502754211,8708,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,0.5118575672505239,0.5118575672505239,0.0,0,0,0,0,1,0,0,0,4,4,0,12,41,1701511912.612536,1701511828.604791,73165009593.89021,1701511851.0207026,30.704345437083568,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,132,66,66,66.0,0.0,66,0.0005040168762207,2,808448,11.489125293076055,0.0,0.0,0.0,4,0,0,0,0,0.0005040168762207,84.00774502754211,1,collection,find files
1701511912.614648,84.00985717773438,8774,172.16.65.128,172.16.63.128,8888,47902,6,TCP,64,0.523748063360136,0.523748063360136,0.0,0,0,0,0,1,0,0,0,4,4,0,12,42,1701511912.614648,1701511828.604791,74866521506.50487,1701511852.4205651,31.71110171130054,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,198,66,66,66.0,0.0,66,0.0021121501922607,3,808448,11.489125293076055,0.0,0.0,0.0,9,0,0,0,0,0.0021121501922607,84.00985717773438,1,collection,find files
1701497027.834698,2.400059938430786,6206,172.16.63.128,172.16.65.128,55384,8888,6,TCP,64,7.916468958030537,7.916468958030537,0.0,0,0,0,0,1,0,0,0,0,4,0,6,17,1701497027.834698,1701497025.434638,32328443485.87005,1701497025.572108,0.5333422354960762,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2012,66,1514,251.5,477.2124788812631,1514,0.0477759838104248,8,808448,22.427661492005804,674.8803597675665,227731.75,1.0,64,0,0,0,0,2.375563859939575,2.400059938430786,1,collection,find files
1701497027.837145,2.402507066726685,7720,172.16.63.128,172.16.65.128,55384,8888,6,TCP,64,8.324637324480033,8.324637324480033,0.0,0,0,0,0,1,0,0,0,0,4,0,6,18,1701497027.837145,1701497025.434638,34029940513.7072,1701497025.68536,0.716885536650313,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3526,66,1514,391.77777777777777,599.8758719338485,1514,0.0024471282958984,9,808448,27.99206236695602,848.3525938292346,359851.0617283951,1.0,81,0,0,0,0,0.0024471282958984,2.402507066726685,1,collection,find files
1701497027.839126,2.4044880867004395,9234,172.16.63.128,172.16.65.128,55384,8888,6,TCP,64,8.73366772584732,8.73366772584732,0.0,0,0,0,0,1,0,0,0,0,4,0,6,19,1701497027.839126,1701497025.434638,35731437541.546326,1701497025.7879202,0.8365551506894213,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5040,66,1514,504.0,661.2188745037456,1514,0.0019810199737548,10,808448,31.74901573277509,935.1047000202705,437210.4,1.0,100,0,0,0,0,0.0019810199737548,2.4044880867004395,1,collection,find files
1701497027.841702,2.4070639610290527,10500,172.16.63.128,172.16.65.128,55384,8888,6,TCP,64,9.13976543880234,9.13976543880234,0.0,0,0,0,1,1,0,0,0,0,4,0,7,20,1701497027.841702,1701497025.434638,37432934569.38803,1701497025.8812742,0.9225115402454576,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6306,66,1514,573.2727272727273,667.4212368796909,1266,0.0025758743286132,11,808448,33.86067711292045,943.876165011085,445451.1074380165,1.0,121,0,0,0,0,0.0025758743286132,2.4070639610290527,1,collection,find files
1701497027.843683,2.409044981002808,12014,172.16.63.128,172.16.65.128,55384,8888,6,TCP,64,9.54735182670846,9.54735182670846,0.0,0,0,0,0,1,0,0,0,0,4,0,7,21,1701497027.843683,1701497025.434638,39134431597.23171,1701497025.966596,0.9870072903669862,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7820,66,1514,651.6666666666666,689.8781695987262,1514,0.0019810199737548,12,808448,36.10170817749949,975.6350638316449,475931.888888889,1.0,144,0,0,0,0,0.0019810199737548,2.409044981002808,1,collection,find files
1701497027.844416,2.409777879714966,12080,172.16.65.128,172.16.63.128,8888,55384,6,TCP,64,9.959424145282128,9.959424145282128,0.0,0,0,0,0,1,0,0,0,0,4,0,7,22,1701497027.844416,1701497025.434638,40835928625.076126,1701497026.044839,1.03653066571662,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7886,66,1514,606.6153846153846,680.9384405093558,66,0.0007328987121582,13,808448,34.83146234700417,962.992377709516,463677.1597633136,1.0,169,0,0,0,0,0.0007328987121582,2.409777879714966,1,collection,find files
1701497027.845885,2.4112470149993896,13094,172.16.63.128,172.16.65.128,55384,8888,6,TCP,64,10.368079190761105,10.368079190761105,0.0,0,0,0,1,1,0,0,0,0,4,0,8,23,1701497027.845885,1701497025.434638,42537425652.92201,1701497026.1168804,1.0751654213723638,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,8900,66,1514,635.7142857142857,664.503620174104,1014,0.0014691352844238,14,808448,35.65709706956767,939.7500318962376,441565.0612244898,1.0,196,0,0,0,0,0.0014691352844238,2.4112470149993896,1,collection,find files
1701497027.847865,2.413227081298828,14360,172.16.63.128,172.16.65.128,55384,8888,6,TCP,64,10.773955008828462,10.773955008828462,0.0,0,0,0,1,1,0,0,0,0,4,0,9,24,1701497027.847865,1701497025.434638,44238922680.76988,1701497026.183457,1.105590377817605,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,10166,66,1514,677.7333333333333,660.943110680152,1266,0.0019800662994384,15,808448,36.81666289422042,934.7147110809326,436845.7955555556,1.0,225,0,0,0,0,0.0019800662994384,2.413227081298828,1,collection,find files
1701497027.850068,2.4154300689697266,14426,172.16.65.128,172.16.63.128,8888,55384,6,TCP,64,11.178133594866,11.178133594866,0.0,0,0,0,0,1,0,0,0,0,4,0,9,25,1701497027.850068,1701497025.434638,45940419708.61994,1701497026.245183,1.1296558217485722,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,10232,66,1514,639.5,656.8635703096953,66,0.0022029876708984,16,808448,35.76310948449533,928.9453697607842,431469.75,1.0,256,0,0,0,0,0.0022029876708984,2.4154300689697266,1,collection,find files
